ID,ITEM,COMMON_NAMES,ENGLISH_NAME,CONTENT_DESC,DISPOSAL_RATE,PER_PORTION_WEIGHT,FOOD_TYPE,DATA_TYPE
E0200301,冷凍胡蘿蔔,"紅蘿蔔,紅菜頭,黃蘿蔔,丁香蘿蔔,人參,金筍",Carrot: frozen,"生,混合均勻打碎",NA,0,蔬菜類,樣品基本資料
P0700401,淡色醬油,NA,Soy sauce,"醬油,混合均勻(水,黃豆,小麥,鹽,糖等)",NA,16,調味料及香辛料類,樣品基本資料
P0102101,羅勒片,NA,Basil leaves,混合均勻打碎,NA,3,調味料及香辛料類,樣品基本資料
O0101101,檸檬汁(非原汁),NA,Lemon juice,"現調飲料,混合均勻(水,檸檬汁,糖等)",NA,246,飲料類,樣品基本資料
C1705201,去膜花生仁(生),"土豆,長生果,落花生",Peanut,"生,散裝,混合均勻打碎",NA,154,堅果及種子類,樣品基本資料
L1000201,木瓜牛奶,NA,NA,"現調飲料,混合均勻(水,木瓜,牛奶,糖等)",NA,236,乳品類,樣品基本資料
Q0400101,車輪餅(紅豆),NA,NA,"熟食,混合均勻打碎",NA,92,糕餅點心類,樣品基本資料
Q0400201,車輪餅(菜脯),NA,NA,"熟食,混合均勻打碎",NA,77,糕餅點心類,樣品基本資料
J0401601,鱅,"黑鰱,大頭鰱(魚),花鰱,胖頭鰱",Big head; Bighead; Bighead carp; Black silver carp,"生,去鱗,含皮,去頭尾,去內臟及骨刺,混合均勻打碎",55,0,魚貝類,樣品基本資料
D3400302,圓果金柑,"金桔,金橘,桔子",Kumquat; Round kumquat,"生鮮,去皮及子,混合均勻打碎",23,0,水果類,樣品基本資料
A0352501,長麵線,壽麵線,Noodle string; Wheat flour string,"生,混合均勻打碎",NA,0,穀物類,樣品基本資料
J0412801,橫紋鸚哥魚(含皮),鸚哥,Lunate parrotfish; Festive parrotfish,"生,去鱗,含皮,去頭尾,去內臟及骨刺,混合均勻打碎",53.5,0,魚貝類,樣品基本資料
C2110101,原味葵瓜子(去殼),NA,Sunflower seeds,"熟,混合均勻打碎",NA,145,堅果及種子類,樣品基本資料
J0401101,虱目魚(含皮),"海草魚,遮目魚,殺目魚,安平魚,國姓魚,麻虱目仔,虱目/麻虱目(澎湖)",Salmon herring; Bangos; Bony salmon; Milkfish; Milk fish,"生,去鱗,含皮,去頭尾,去內臟及骨刺,混合均勻打碎",33,0,魚貝類,樣品基本資料
J0413501,大眼金梭魚,"針梭,竹梭,巴拉庫答",Blackspot barracuda; Bigeye barracuda; Forster's sea-pike,"生,去鱗,含皮,去頭尾,去內臟及骨刺,混合均勻打碎",35,0,魚貝類,樣品基本資料
P1004401,韭花醬,NA,NA,"混合均勻打碎(韭菜花,薑,鹽等)",NA,0,調味料及香辛料類,樣品基本資料
P1002701,朝鮮醬,NA,NA,"混合均勻(白芝麻,薑,果汁,糖,醬油,香料等)",NA,0,調味料及香辛料類,樣品基本資料
G2410101,乾竹笙,"竹蓀,竹參(長裙竹蓀)",Basket stinkhorn(籃框臭角菌),"生,乾貨,混合均勻打碎",0,0,菇類,樣品基本資料
A0200201,糯小米,NA,Glutinous foxtail-millet; Glutinous millet,"生,混合均勻磨碎",NA,213,穀物類,樣品基本資料
P1300801,黑芝麻麵包醬,NA,NA,"麵包醬,混合均勻(黑芝麻,植物油,鹽,黑糖,葡萄糖,乳化劑,卵磷質等)",NA,0,調味料及香辛料類,樣品基本資料
G1700101,滑菇,"珍珠菇,滑子,滑子蘑,光蓋鱗傘,光帽黃傘(滑鱗傘)",Pholiota nameko,"生鮮,去菌柄基部,混合均勻打碎",24.9,0,菇類,樣品基本資料
R2900101,冷凍燒賣,NA,NA,"冷凍包裝,混合均勻打碎(豬後腿肉,蔬菜等)",NA,24,加工調理食品及其他類,樣品基本資料
R2301101,小籠包,NA,Small meat bun,"熟食,混合均勻打碎(豬肉,麵粉等)",NA,0,加工調理食品及其他類,樣品基本資料
R4700203,小方豆干,NA,Hard bean curd,"混合均勻打碎(黃豆,鹽,調味料等)",NA,0,加工調理食品及其他類,樣品基本資料
R4700501,日式炸豆皮,NA,Yuba: fried,混合均勻打碎,NA,0,加工調理食品及其他類,樣品基本資料
E74001,大番茄平均值(紅色系),"柑仔蜜,甘仔(阿)蜜,草柿,臭柿仔,西紅柿,小金瓜,番柿,六月柿,洋柿(茄)子,紅茄,毛臘果",Tomato,"生鮮,紅色系大果,去蒂頭,數粒混合均勻打碎",2,152.3,蔬菜類,樣品平均值
E74003,大番茄平均值(綠色系),"柑仔蜜,甘仔(阿)蜜,草柿,臭柿仔,西紅柿,小金瓜,番柿,六月柿,洋柿(茄)子,紅茄,毛臘果",Tomato,"生鮮,綠色系大果,去蒂頭,數粒混合均勻打碎",3.2,175,蔬菜類,樣品平均值
Q8100801,無花果,無花果乾,"Fig, dried","生,乾貨,混合均勻打碎",NA,0,糕餅點心類,樣品基本資料
I0210501,綿羊腹脅肉火鍋片,五花肉火鍋片,Boneless flap: sliced,"生,綿羊,腹脅部位,冷凍火鍋片,混合均勻打碎",NA,17,肉類,樣品基本資料
I0200101,山羊帶皮羊肉塊,NA,Goat meat,"生,山羊,混合均勻打碎",34.8,0,肉類,樣品基本資料
P1300701,白芝麻麵包醬,NA,NA,"麵包醬,混合均勻打碎(白芝麻.大豆,植物油,乳化劑等)",NA,0,調味料及香辛料類,樣品基本資料
B0100207,山藥(台農2號),"山芋,山薯,田薯,薯蕷,長薯;淮山(加工後)",Chinese yam: TNu 2,"生鮮,去皮,混合均勻打碎",17,584,澱粉類,樣品基本資料
D2800201,白油桃,"桃子,脆桃,甜桃",Peach,"生鮮,脆桃,去籽,混合均勻打碎",36.9,80,水果類,樣品基本資料
J0406602,海鱺魚片,"海麗仔,軍曹魚,海龍魚,黑魽,海麗(臺東),海魚戾魚,錫臘白,海鱺/鱺魚/紅目鱺(澎湖)",Runner; Prodigal son; Sergeant fish; Sergeantfish; Crabeater; Black salmon; Cubby yew; Cabio; Black king fish; Cobia; Black kingfish; Cod; Kingfish,"生,去皮及骨刺,混合均勻打碎",23.2,0,魚貝類,樣品基本資料
D2100402,玉文芒果,"檬果,檨仔,菴羅果",Mango,"生鮮,新興種,去皮及心,混合均勻打碎",25.7,694,水果類,樣品基本資料
P0600301,高梁醋,NA,Sorghum vinegar,"白醋,混合均勻(高梁,酒精等)",NA,0,調味料及香辛料類,樣品基本資料
P0700201,薏仁醬油,NA,Soy sauce,"醬油,混合均勻(黃豆,薏仁等)",NA,0,調味料及香辛料類,樣品基本資料
G0810102,乾花菇,"冬(北/花/厚/毛)菇,椎茸,香蕈(信/椹),合蕈",Mushroom: dry; Champignon: dry; Shiitake: dry,"生,乾貨,混合均勻打碎",0,65,菇類,樣品基本資料
P1002001,山葵醬,芥茉醬,NA,"混合均勻(生鮮山葵,鹽,維生素E,食品添加物等)",NA,19,調味料及香辛料類,樣品基本資料
P0100601,肉桂粉,NA,Cassia powder,"混合均勻(肉桂粉,清華桂粉等)",NA,6,調味料及香辛料類,樣品基本資料
G1000101,姬松茸,"姬松菇,巴西蘑菇,柏氏蘑菇,小松菇",Agaricus blazei Murill,"生鮮,混合均勻打碎",4.4,168,菇類,樣品基本資料
G0410101,雞腿菇(乾),"雞腿(蘑)菇,雞髀菇,墨水菇,一夜菇(毛頭鬼傘)",Lawyer's wig; Shappy mane mushroom; Shappy ink cap,"生,乾貨,混合均勻打碎",0,0,菇類,樣品基本資料
R2300901,冷凍豬肉包子,NA,Pork bun,"冷凍包裝,混合均勻打碎(豬肉,麵粉,蔬菜等)",NA,71,加工調理食品及其他類,樣品基本資料
R2301001,冷凍豬肉湯包,NA,Pork bun,"冷凍包裝,混合均勻打碎(豬後腿肉,麵粉等)",NA,28,加工調理食品及其他類,樣品基本資料
A0400301,甜玉米,"玉米,黃玉米",Corn; Maize; Sweat corn,"生鮮,取玉米粒,混合均勻打碎",38.7,142,穀物類,樣品基本資料
G2100101,白茯苓,"松(雲/安/閩)苓,玉(茯)靈,茯兔(龜),松柏芋,松薯,不死麵,萬靈桂(精),更生,金翁",Poria,"生,乾貨,去外皮之白色部份,混合均勻打碎",0,0,菇類,樣品基本資料
G1650101,金針菇罐頭,"金(冬/榎/朴)菇,金絲菇,金菇菜,秋葷,樸蕈構菌,毛柄金線菇,菌子(絨柄金錢菇)",Velvet foot: canned; Gold mushroom: canned; Enokitake: canned; Winter Mushroom: canned; Snow Mushroom: canned,"熟,瀝乾水分,數罐混合均勻打碎(金針菇,鹽,檸檬酸等)",0,0,菇類,樣品基本資料
J0402402,大西洋鮭魚切片(中段),NA,Atlantic salmon,"生,去皮及骨刺,混合均勻打碎",22,203,魚貝類,樣品基本資料
G1900101,鴻喜菇,"紅喜菇,真姬菇,斑玉蕈,玉蕈,膠玉蘑,蟹味菇,海鮮菇,假松茸,松茸菇,榆菇,靈芝菇,黑真珠",Bunashimeji; Hon-shimeji; small oyster mushroom,"生鮮,去菌柄基部,數包混合均勻打碎",10.5,0,菇類,樣品基本資料
G0810103,乾白花菇,"冬(北/花/厚/毛)菇,椎茸,香蕈(信/椹),合蕈",Mushroom: dry; Champignon: dry; Shiitake: dry,"生,乾貨,數朵混合均勻打碎",0,118,菇類,樣品基本資料
J0408801,黃擬烏尾鮗,"黃雞仔,包公雞,貢仔,黃腳佳仔,黃加甲(臺東),烏尾冬/青雞仔(澎湖)",Snapper,"生,去鱗,含皮,去頭尾,去內臟及骨刺,混合均勻打碎",58.7,0,魚貝類,樣品基本資料
J0411601,花尾唇指翁(翁加魚邊),"咬破布,三康,金花,萬年瘦,瘦仔/蝨鬢(澎湖)",White-spot-tail morwong; Spottedtail morwong; Flagfish; Flag fish; Morwong,"生,去鱗,含皮,去頭尾,去內臟及骨刺,混合均勻打碎",64.3,0,魚貝類,樣品基本資料
Q8100101,甘薯蜜餞,NA,NA,"熟,糖漬,混合均勻打碎",NA,0,糕餅點心類,樣品基本資料
H0605101,青仁黑豆,"烏豆,枝仔豆,黑大豆",Black bean; Soya bean,"生,乾貨,混合均勻磨碎",NA,185,豆類,樣品基本資料
H0620101,黑豆粉,"烏豆,枝仔豆,黑大豆",Black bean powder,"生,混合均勻",NA,0,豆類,樣品基本資料
R4700601,豆豉,蔭豉,Fermented black bean,混合均勻打碎(黑豆.鹽.苯甲酸等),NA,0,加工調理食品及其他類,樣品基本資料
F0800101,裙帶菜,"海帶芽,嫩海帶",NA,"生鮮,混合均勻打碎",0,0,藻類,樣品基本資料
F0700102,海帶茸,"江白菜茸,昆布茸,海昆布茸",NA,"生鮮,數條混合均勻打碎",0,0,藻類,樣品基本資料
I0410101,雞絞肉,NA,Chicken: ground meat,"生,混合均勻打碎",NA,0,肉類,樣品基本資料
P1000801,海苔醬,NA,NA,"混合均勻(海苔,海帶,醬油,鹽,糖等)",NA,0,調味料及香辛料類,樣品基本資料
P1300301,草莓果醬,NA,Jam: strawberry,"麵包醬,混合均勻打碎(草莓,糖,果膠等)",NA,0,調味料及香辛料類,樣品基本資料
F0700101,海帶卷,"江白菜卷,昆布卷,海昆布卷",Kelp; Sea weed,"生鮮,混合均勻打碎",0,0,藻類,樣品基本資料
F0610101,乾海茸芯,"海海洋竹笙,乾素蹄筋",NA,"生,乾貨,混合均勻打碎",NA,0,藻類,樣品基本資料
J0412301,莫三比克口孵非鯽,"非洲仔,南洋鯽仔,在來吳郭魚,吳郭魚/鹹水吳郭(澎湖)",Tilapia; Common tilapia; African mouthbrooder; Largemouth kurper; Mozambique mouthbrooder; Kurper bream; Mozambique cichlid; Java tilapia; Mozambique tilapia,"生,去鱗,去皮,去頭尾,去內臟及骨刺,混合均勻打碎",62.1,47,魚貝類,樣品基本資料
A0351201,油麵條,油麵,Raw oil noodle (dry),"生,乾麵條,混合均勻打碎(麵粉,鹽,水,純鹼,色素等)",NA,0,穀物類,樣品基本資料
P0700601,薄鹽醬油(低鈉高鉀),NA,Soy sauce,"薄鹽醬油,混合均勻(大豆,小麥等)",NA,0,調味料及香辛料類,樣品基本資料
P0700901,薄鹽黑豆醬油膏,NA,NA,"薄鹽醬油膏,混合均勻(黑豆,砂糖,食鹽,糯米等)",NA,0,調味料及香辛料類,樣品基本資料
G1600101,金針菇,"金(冬/榎/朴)菇,金絲菇,金菇菜,秋葷,樸蕈構菌,毛柄金線菇,菌子(絨柄金錢菇)",Velvet foot; Gold mushroom; Enokitake; Winter Mushroom; Snow Mushroom,"生鮮,數朵混合均勻打碎",0,0,菇類,樣品基本資料
C1705101,生鮮花生仁,"土豆,長生果,落花生",Peanut: raw,"生鮮,帶膜,混合均勻打碎",NA,0,堅果及種子類,樣品基本資料
P0800101,味醂,"米醂,米霖",Mirin,"混合均勻(糯米,蓬萊米,米麴,釀造酢,鹽,調味料等)",NA,15,調味料及香辛料類,樣品基本資料
D2100406,香水芒果,"檬果,檨仔,菴羅果",Mango,"生鮮,新興種,去皮及心,混合均勻打碎",35.9,128,水果類,樣品基本資料
J0411701,尼羅口孵非鯽(去皮),"南洋鯽仔,尼羅吳郭魚",Nile tilapia; Nilotica; Cichlid; Edward tilapia; Mozambique tilapia; Mango fish,"生,去鱗,去皮,去頭尾,去內臟及骨刺,混合均勻打碎",57.7,217,魚貝類,樣品基本資料
J0407101,布氏鯧鰺(含皮),"金槍,金鯧,紅杉,紅沙瓜仔,長鰭黃臘鰺,甘仔魚(臺東),紅紗(澎湖)",Snubnose pompano; Silver pampano; Silver pompano; Snub-nosed dart; Snub-nosed swallowtail; Permit; Snub-nosed dart; Pompio; Ovate pompano; Round pompano; Pompano; Snubnose dart; Spinous dory;,"生,去鱗,含皮,去頭尾,去內臟及骨刺,混合均勻打碎",38,0,魚貝類,樣品基本資料
A0810201,即食燕麥片,NA,Instant oatmeal,"熟,沖泡即食,混合均勻打碎",NA,84,穀物類,樣品基本資料
B0420101,甘薯粉,"甘薯粉,蕃薯粉,甜薯粉,地瓜粉",Sweet potato starch,"生,混合均勻",NA,12,澱粉類,樣品基本資料
A0351101,乾麵條,NA,Noodle: dried,"生,乾麵條,混合均勻打碎(麵粉,鹽,水,食用澱粉等)",NA,0,穀物類,樣品基本資料
H1505101,紅扁豆仁,NA,Red lentils,"生,乾貸,混合均勻磨碎",NA,197,豆類,樣品基本資料
A0710101,黑麥片,NA,Rye,"生,混合均勻打碎",NA,0,穀物類,樣品基本資料
I0402401,去皮清肉(土雞),去皮雞胸肉,"Chicken: skinned breast halves without ribs, wild","生,雞胸部位,混合均勻打碎",NA,142,肉類,樣品基本資料
D1600102,楊桃(4月取樣),"羊桃,洋桃,陽桃,五稜子,五斂子",Star fruit; Carambola,"生鮮,去陵線及籽,混合均勻打碎",11.8,212,水果類,樣品基本資料
I01001,牛小排平均值,"肥牛肉,小肋排,牛仔骨",NA,"生,牛肋脊部位,冷凍產品,去骨,混合均勻打碎",30.4,116,肉類,樣品平均值
D17003,綠葡萄平均值,"葡萄,蒲桃,蒲萄,草龍珠,蒲陶,葡桃",Grape,"生鮮,有子種,綠皮,去皮及子,數顆混合均勻打碎",17.5,7.5,水果類,樣品平均值
D16001,楊桃平均值,"羊桃,洋桃,陽桃,五稜子,五斂子",Star fruit; Carambola,"生鮮,去陵線及籽,切塊混合均勻打碎",10.5,244.8,水果類,樣品平均值
J0405102,龍虎石斑魚,"龍虎斑,巴龍膽,珍珠龍膽,虎膽","Epinephelus fuscoguttayus x Epinephelus lanceolatus, Tiger grouper","生,去頭,尾,骨,鱗,數尾混合均質",63,372,魚貝類,樣品基本資料
A0500210,粳米(高雄139號)(2021年取樣),"蓬萊米,圓米",Rice (Kaohsiung 139),"生,白粳米,混合均勻磨碎",0,225,穀物類,樣品基本資料
D2000103,蜜世界洋香瓜,"甜瓜,甘瓜,果瓜,香瓜,梨仔瓜,澎湖瓜,洋香瓜",Melon; Honeydew melon;,"生鮮,光皮洋香瓜種,長球形,白綠皮綠肉系,去皮及籽,混合均勻打碎",29.9,916,水果類,樣品基本資料
D2000402,天香洋香瓜,"甜瓜,甘瓜,果瓜,香瓜,梨仔瓜,澎湖瓜,洋香瓜,網仔瓜,哈蜜瓜",Melon; Honeydew melon;,"生鮮,網紋洋香瓜種,綠肉系,去皮及籽,混合均勻打碎",38.2,651,水果類,樣品基本資料
D1800103,黑珍珠蓮霧,"璉霧,輦霧,爪哇蒲桃",Wax(Java) apple; Wax gambuor; Wax jumbo;Bell fruit,"生鮮,粉紅色種,去蒂及籽,混合均勻打碎",6.9,93,水果類,樣品基本資料
D1800102,黑金剛蓮霧,"璉霧,輦霧,爪哇蒲桃",Wax(Java) apple; Wax gambuor; Wax jumbo;Bell fruit,"生鮮,粉紅色種,去蒂及籽,混合均勻打碎",7.6,140,水果類,樣品基本資料
D3800302,檸檬汁(綠皮),NA,Lemon juice,"生鮮,榨汁混合均勻",55.9,64,水果類,樣品基本資料
B9900101,西谷米,NA,Sago; Sago pearl; Tapioca,"生,混合均勻磨碎",NA,171,澱粉類,樣品基本資料
C1800101,芡實,"雞頭米,雞頭",NA,"生,混合均勻打碎",NA,0,堅果及種子類,樣品基本資料
B0100101,淮山,"山芋,山薯,田薯,薯蕷,長薯;淮山(加工後)",Chinese yam,"生,乾貨,混合均勻打碎",NA,0,澱粉類,樣品基本資料
D0900301,酪梨(室溫存放3天),"牛油果(梨),黃油果(梨),油梨,鰐(鱷)梨,幸福果,樂天果",Avocado; Aligator-pear; Avocado pear,"生鮮,綠皮轉紅,室溫存放3天,去皮及籽,混合均勻打碎",24.9,342,水果類,樣品基本資料
A0900101,蕎麥(甜蕎),三角米,Buckwheat,"生,混合均勻磨碎",NA,194,穀物類,樣品基本資料
A0310101,小麥胚芽,NA,Wheat germ,"生,混合均勻打碎",NA,0,穀物類,樣品基本資料
E7400301,粉柿番茄,"柑(甘)仔蜜,草(番,西紅,六月)柿,臭柿仔,小金瓜,洋柿(茄)子,紅茄,毛臘果(粉柿仔)",Tomato,"生鮮,綠色系大果,去蒂頭,混合均勻打碎",2.2,209,蔬菜類,樣品基本資料
E7400101,牛番茄,"柑(甘)仔蜜,草(番,西紅,六月)柿,臭柿仔,小金瓜,洋柿(茄)子,紅茄,毛臘果",Tomato,"生鮮,紅色系大果,去蒂頭,混合均勻打碎",1.4,169,蔬菜類,樣品基本資料
E7400102,紅番茄,"柑(甘)仔蜜,草(番,西紅,六月)柿,臭柿仔,小金瓜,洋柿(茄)子,紅茄,毛臘果",Tomato,"生鮮,紅色系大果,去蒂頭,混合均勻打碎",1.6,140,蔬菜類,樣品基本資料
I0300301,豬上肩肉,梅花肉,Pork: part fat,"生,豬肩胛部位,去皮及骨,混合均勻打碎",NA,165,肉類,樣品基本資料
J2100501,日本玻璃蝦,"水晶蝦,白丁",NA,"熟,冷凍包裝,混合均勻打碎",NA,0,魚貝類,樣品基本資料
I0321101,豬肚,豬胃,Pork: stomach,"生,豬臟器,混合均勻打碎",NA,0,肉類,樣品基本資料
E9400101,蔘鬚,NA,NA,"生,混合均勻磨碎",NA,0,蔬菜類,樣品基本資料
A0500207,粳米(高雄139號),"蓬萊米,圓米",Short grain rice,"生,白粳米,混合均勻磨碎",NA,216,穀物類,樣品基本資料
R4700301,黑豆干,NA,NA,"混合均勻打碎(黃豆,凝固劑,調味料,水等)",NA,111,加工調理食品及其他類,樣品基本資料
E1700202,澳洲綠蘆筍(粗短型),"野天門冬,松葉土當歸,石刁柏,龍鬚菜",Asparagus,"生鮮,去皮及粗莖,混合均勻打碎",36,31,蔬菜類,樣品基本資料
E1700203,綠蘆筍(細短型),"野天門冬,松葉土當歸,石刁柏,龍鬚菜",Asparagus,"生鮮,去皮及粗莖,混合均勻打碎",15.4,3,蔬菜類,樣品基本資料
J3501201,九孔螺,九孔;雜色鮑;石決明,Abalone; Japanese abalone; Ormer; Sea ear,"生,去殼,混合均勻打碎",30,0,魚貝類,樣品基本資料
J3200201,干貝(乾),"元貝,瑤柱",Scallop,"生,乾貨,混合均勻打碎",NA,0,魚貝類,樣品基本資料
A0320505,全麥麵粉,NA,Whole wheat flour,"生,混合均勻(高筋麵粉,麩皮等)",NA,143,穀物類,樣品基本資料
E3200301,葵扇白菜,"白菜,青菜,散葉白菜,無心菜,菘,不結球白菜,江戶(門)白菜,黑葉白菜,扇子白菜,黑芥菜,排菜",Chinese mustard; Chinese cabbage,"生鮮,不結球白菜,去蒂頭,混合均勻打碎",10.8,0,蔬菜類,樣品基本資料
E5000301,冷凍菠菜,"菠菱菜,赤根菜,飛龍菜,角菜,波斯草,波斯菜,波菱菜",Spinach: frozen,混合均勻打碎,NA,0,蔬菜類,樣品基本資料
O0900801,糙米麩,NA,NA,"熟,沖泡即食,等量混合均勻(糙米,白糖等)",NA,0,飲料類,樣品基本資料
E9900501,義大利茼蒿,NA,NA,"生鮮,去蒂頭,混合均勻打碎",5.4,0,蔬菜類,樣品基本資料
I0310202,豬頰肉(2022年取樣),"豬舌肉,菊花肉",Pork: cheek meat,"生,與豬舌相連之豬肉,混合均勻打碎",0,0,肉類,樣品基本資料
P0100201,小茴香粉,孜然粉,Cumin powder,混合均勻,NA,7,調味料及香辛料類,樣品基本資料
P0101501,迷迭香粉,NA,Rosemary powder,混合均勻,NA,5,調味料及香辛料類,樣品基本資料
Q0200101,鹹麻糬,NA,NA,"熟食,混合均勻打碎",NA,0,糕餅點心類,樣品基本資料
Q6310101,牛奶軟糖,NA,Candy,"混合均勻打碎(糖,煉乳,奶粉,奶油,植物性油,卵磷脂,動物膠等)",NA,4,糕餅點心類,樣品基本資料
R2900201,冷凍水晶包,NA,NA,"冷凍包裝,混合均勻打碎(豬肉,蝦仁,澱粉,香菇,高麗菜等)",NA,41,加工調理食品及其他類,樣品基本資料
J0415501,斑鱧,"鮕鮘,雷魚,南鱧,臺灣雷魚,臺灣魚虎",Snakehead,"生,去鱗,含皮,去頭尾,去內臟及骨刺,混合均勻打碎",61,0,魚貝類,樣品基本資料
J3501401,蠑螺(加工),NA,Turban shell,"生,罐頭食品,混合均勻打碎",NA,0,魚貝類,樣品基本資料
J0412601,藍豬齒魚,"石老,四齒仔,西齒,簾仔,寒鯛,鰱仔(澎湖)",Scarbreast tuskfin,"生,去鱗,含皮,去頭尾,去內臟及骨刺,混合均勻打碎",69,0,魚貝類,樣品基本資料
I0302301,豬後腿瘦肉,NA,"Pork: hind leg, lean meat","生,豬後腿部位,去肥肉,去皮及骨,混合均勻打碎",10,0,肉類,樣品基本資料
L0214401,部份脫脂強化奶粉(脂肪酸調整),乳粉,Partly skimmed fortified milk powder: fatty acid modified,"部份脫脂(1.5-26%)強化奶粉,混合均勻",NA,0,乳品類,樣品基本資料
R5300203,蒟蒻香腸(蒜味),NA,"Pork: sausage, koniac, garlic flavor","生,豬肉香腸,混合均勻打碎(豬肉,豬腸衣,蒟蒻,肉精香料等)",NA,37,加工調理食品及其他類,樣品基本資料
L0318101,脫脂濃稠發酵乳,優酪乳,Skimmed concentrated fermented milk,"脫脂(<0.5%)濃稠發酵乳,混合均勻(水,生乳,脫脂乳粉,蔗糖,果糖,果膠,半乳糖寡糖等",NA,250,乳品類,樣品基本資料
L0318201,脫脂濃稠發酵乳(低熱量),優酪乳,Skimmed concentrated fermented milk: low calorie,"脫脂(<0.5%)濃稠發酵乳,混合均勻(生乳,脫脂乳粉,水,蔗糖,果糖,麥芽糖,寡糖,果膠等",NA,0,乳品類,樣品基本資料
L0154101,中脂調味保久乳(巧克力),"牛乳,牛奶",Reduced fat flavored composite and recombined sterilized milk: chocolate flavor,"中脂(≧1.5%)調味保久乳,混合均勻(生乳,可可粉,水,砂糖,果糖,乳化劑,鹽,海藻酸鈉,鈣質等",NA,245,乳品類,樣品基本資料
M0900201,"奶油(固態,加鹽)","動物性奶油(CNS命名""乳酪"")",Butter: salted,"混合均質(乳脂,鹽分,凝乳等)",NA,24,油脂類,樣品基本資料
M1000201,中脂人造奶油,植物性奶油,Margarine,"中脂(60~80%)人造奶油,混合均質(黃豆卵磷脂,氫化植物油等)",NA,0,油脂類,樣品基本資料
N0100101,方糖,NA,Cube sugar,混合均勻打碎(純糖),NA,0,糖類,樣品基本資料
N0400101,果寡糖,NA,Fructo-oligo saccharide,"混合均勻(果寡糖,蔗糖,葡萄糖,麥芽糖,果糖等)",NA,22,糖類,樣品基本資料
R5200301,條狀肉乾(豬肉),"豬肉乾,豬肉干","Pork: striped, dried","熟,豬肉乾,混合均勻打碎(豬肉,醬油,砂糖,食品添加物等)",NA,0,加工調理食品及其他類,樣品基本資料
J0414810,鯖魚(蒸),NA,Mackerel,"熟,去鱗,含皮,去骨刺及內臟,以100℃蒸10分鐘",NA,0,魚貝類,樣品基本資料
P1500101,炸排粉,NA,NA,"混合均勻(麵包粉,小麥粉,澱粉,鹽,味精等)",NA,0,調味料及香辛料類,樣品基本資料
P1500201,炸雞粉,NA,NA,"混合均勻(麵粉,澱粉,糖,鹽,胡椒等)",NA,0,調味料及香辛料類,樣品基本資料
O0702701,多多綠茶(全糖),NA,NA,"現調飲料,混合均勻(綠茶,發酵乳,糖等)",NA,245,飲料類,樣品基本資料
P1000101,干貝醬,XO醬,NA,"混合均勻打碎(干貝,小卷燒,丁香,火腿,紅辣椒,糖,鹽,植物油,麻油,紅蔥頭,蒜頭酥,沙茶醬,乾蝦等",NA,16,調味料及香辛料類,樣品基本資料
G1500101,蠔菇,"平菇,日本蠔菇,糙皮側耳,黑牡丹菇,黑美人菇,人工口蘑(囊狀側耳)",Obalonus; Cystidiate Pleurotus; The Abalone Mushroom,"生鮮,中溫系,混合均勻打碎",0,0,菇類,樣品基本資料
E2100301,蒜苗,蒜黃,NA,"生鮮,去頭尾,混合均勻打碎",16.4,0,蔬菜類,樣品基本資料
E3200702,水植小白菜(4月取樣),"白菜,青菜,散葉白菜,無心菜,菘,不結球白菜,土白菜","Pak-choi,","生鮮,小白菜,去蒂頭,混合均勻打碎",NA,0,蔬菜類,樣品基本資料
L0118101,脫脂強化鮮乳(鈣強化),"牛乳,牛奶",Skimmed fortified fresh milk : calcium enriched,"脫脂(<0.5%)強化鮮乳,混合均勻(脫脂生乳等)",NA,0,乳品類,樣品基本資料
B0500101,芋頭,"芋頭,芋艿,芋乃,芋仔,青芋,土芝",Taro; Dasheen; Cocoyam; Eddoe,"生鮮,去皮,混合均勻打碎",13.2,0,澱粉類,樣品基本資料
A0350101,水餃皮,NA,Dumpling skin,"生,混合均勻打碎",NA,0,穀物類,樣品基本資料
C0500202,栗子仁(生),NA,Chestnut: raw,"生,混合均勻打碎",NA,0,堅果及種子類,樣品基本資料
C1320101,亞麻仁籽粉,NA,Flex seed powder,"熟,混合均勻",NA,112,堅果及種子類,樣品基本資料
E5000201,菠菜(葉),"菠菱菜,赤根菜,飛龍菜,角菜,波斯草,波斯菜,波菱菜",NA,"生鮮,去蒂頭及莖,混合均勻打碎",59.7,18,蔬菜類,樣品基本資料
E3201501,塔菇菜,"烏塌菜,塌棵菜",NA,"生鮮,塔菇菜,混合均勻打碎",NA,33,蔬菜類,樣品基本資料
D1900401,小玉西瓜,"水瓜,寒瓜,夏瓜",Watermelon,"生鮮,黃肉小瓜,去皮及籽,混合均勻打碎",39.5,2317,水果類,樣品基本資料
G1200401,玫瑰菇,"紅側耳,桃紅平菇,紅平菇,粉紅菇",NA,"生鮮,混合均勻打碎",NA,0,菇類,樣品基本資料
J0600501,翻車魨魚皮,"翻車魚,蜇魴,蜇魚,海蟲(澎湖),曼波(成功)",Ocean sunfish; Sun-fish; Sunfish; Headfish; Giant sunfish; Moonfish; Mola ocean sunfish,"生,混合均勻打碎",NA,0,魚貝類,樣品基本資料
J2500201,蛙形蟹,"旭蟹,蝦姑頭,候貝切,紅面猴,海臭蟲,西姑麻",Crimson crab; Frog crab; Snanner crab,"生,取可食部位,混合均勻打碎",72,0,魚貝類,樣品基本資料
